"lake","midas","station","date","agency","depth","type","chla","r","db","sampID","year","month"
"annabessacook","9961","1",1980-07-23,"cw",8,"c",8.9,NA,"dep","9961_1_1980-07-23_cw",1980,7
"annabessacook","9961","1",1980-07-25,"cw",7,"c",11.8,NA,"dep","9961_1_1980-07-25_cw",1980,7
"annabessacook","9961","1",1980-07-29,"cw",7,"c",10.9,NA,"dep","9961_1_1980-07-29_cw",1980,7
"annabessacook","9961","1",1980-08-07,"cw",6,"c",10.6,NA,"dep","9961_1_1980-08-07_cw",1980,8
"annabessacook","9961","1",1980-08-22,"cw",7,"c",15.9,NA,"dep","9961_1_1980-08-22_cw",1980,8
"annabessacook","9961","1",1980-09-03,"cw",4,"c",24.1,NA,"dep","9961_1_1980-09-03_cw",1980,9
"annabessacook","9961","1",1980-09-17,"cw",10,"c",12.8,NA,"dep","9961_1_1980-09-17_cw",1980,9
"annabessacook","9961","1",1980-09-24,"cw",10,"c",10.1,NA,"dep","9961_1_1980-09-24_cw",1980,9
"annabessacook","9961","1",1980-10-08,"cw",10,"c",13.3,NA,"dep","9961_1_1980-10-08_cw",1980,10
"annabessacook","9961","1",1980-11-04,"cw",10,"c",6.2,NA,"dep","9961_1_1980-11-04_cw",1980,11
"annabessacook","9961","1",1981-03-19,"cw",10,"c",8.2,NA,"dep","9961_1_1981-03-19_cw",1981,3
"annabessacook","9961","1",1981-03-19,"cw",10,"c",8.3,NA,"dep","9961_1_1981-03-19_cw",1981,3
"annabessacook","9961","1",1981-04-22,"cw",10,"c",7.2,NA,"dep","9961_1_1981-04-22_cw",1981,4
"annabessacook","9961","1",1981-05-26,"cw",10,"c",3.5,NA,"dep","9961_1_1981-05-26_cw",1981,5
"annabessacook","9961","1",1981-06-19,"cw",10,"c",2.9,NA,"dep","9961_1_1981-06-19_cw",1981,6
"annabessacook","9961","1",1981-06-19,"cw",10,"c",3.1,NA,"dep","9961_1_1981-06-19_cw",1981,6
"annabessacook","9961","1",1981-07-15,"cw",5,"c",9.3,NA,"dep","9961_1_1981-07-15_cw",1981,7
"annabessacook","9961","1",1981-07-15,"cw",6,"c",11.8,NA,"dep","9961_1_1981-07-15_cw",1981,7
"annabessacook","9961","1",1981-07-15,"cw",6,"c",12,NA,"dep","9961_1_1981-07-15_cw",1981,7
"annabessacook","9961","1",1981-08-05,"cw",5,"c",21,NA,"dep","9961_1_1981-08-05_cw",1981,8
"annabessacook","9961","1",1981-08-05,"cw",7,"c",14.9,NA,"dep","9961_1_1981-08-05_cw",1981,8
"annabessacook","9961","1",1981-08-21,"cw",7,"c",16.3,NA,"dep","9961_1_1981-08-21_cw",1981,8
"annabessacook","9961","1",1981-08-31,"cw",8,"c",16.5,NA,"dep","9961_1_1981-08-31_cw",1981,8
"annabessacook","9961","1",1981-09-17,"cw",8,"c",42.9,NA,"dep","9961_1_1981-09-17_cw",1981,9
"annabessacook","9961","1",1981-10-09,"cw",10,"c",24,NA,"dep","9961_1_1981-10-09_cw",1981,10
"annabessacook","9961","1",1981-10-21,"cw",10,"c",9.9,NA,"dep","9961_1_1981-10-21_cw",1981,10
"annabessacook","9961","1",1981-10-21,"cw",10,"c",10.1,NA,"dep","9961_1_1981-10-21_cw",1981,10
"annabessacook","9961","1",1981-11-19,"cw",10,"c",6.2,NA,"dep","9961_1_1981-11-19_cw",1981,11
"annabessacook","9961","1",1982-03-12,"cw",6,"c",1.3,NA,"dep","9961_1_1982-03-12_cw",1982,3
"annabessacook","9961","1",1982-03-12,"cw",10,"c",0.7,NA,"dep","9961_1_1982-03-12_cw",1982,3
"annabessacook","9961","1",1982-05-04,"cw",10,"c",2.4,NA,"dep","9961_1_1982-05-04_cw",1982,5
"annabessacook","9961","1",1982-05-04,"cw",10,"c",2.7,NA,"dep","9961_1_1982-05-04_cw",1982,5
"annabessacook","9961","1",1982-05-13,"cw",10,"c",5.9,NA,"dep","9961_1_1982-05-13_cw",1982,5
"annabessacook","9961","1",1982-06-03,"cw",10,"c",5.4,NA,"dep","9961_1_1982-06-03_cw",1982,6
"annabessacook","9961","1",1982-07-08,"cw",8,"c",5.1,NA,"dep","9961_1_1982-07-08_cw",1982,7
"annabessacook","9961","1",1982-08-02,"cw",5,"c",8.8,NA,"dep","9961_1_1982-08-02_cw",1982,8
"annabessacook","9961","1",1982-08-02,"cw",5,"c",8.9,NA,"dep","9961_1_1982-08-02_cw",1982,8
"annabessacook","9961","1",1982-08-19,"cw",6,"c",21,NA,"dep","9961_1_1982-08-19_cw",1982,8
"annabessacook","9961","1",1982-09-09,"cw",7,"c",43.8,NA,"dep","9961_1_1982-09-09_cw",1982,9
"annabessacook","9961","1",1982-09-17,"cw",8,"c",12.6,NA,"dep","9961_1_1982-09-17_cw",1982,9
"annabessacook","9961","1",1982-09-17,"cw",8,"c",14.6,NA,"dep","9961_1_1982-09-17_cw",1982,9
"annabessacook","9961","1",1982-10-13,"cw",10,"c",31.9,NA,"dep","9961_1_1982-10-13_cw",1982,10
"annabessacook","9961","1",1982-11-02,"cw",10,"c",11.6,NA,"dep","9961_1_1982-11-02_cw",1982,11
"annabessacook","9961","1",1982-11-18,"cw",10,"c",17.6,NA,"dep","9961_1_1982-11-18_cw",1982,11
"annabessacook","9961","1",1982-11-18,"cw",10,"c",17.8,NA,"dep","9961_1_1982-11-18_cw",1982,11
"annabessacook","9961","1",1983-05-18,"cw",10,"c",6.4,NA,"dep","9961_1_1983-05-18_cw",1983,5
"annabessacook","9961","1",1983-06-15,"cw",6,"c",7,NA,"dep","9961_1_1983-06-15_cw",1983,6
"annabessacook","9961","1",1983-07-07,"cw",5,"c",4.8,NA,"dep","9961_1_1983-07-07_cw",1983,7
"annabessacook","9961","1",1983-08-19,"cw",6,"c",8,NA,"dep","9961_1_1983-08-19_cw",1983,8
"annabessacook","9961","1",1983-09-02,"cw",6,"c",30.9,NA,"dep","9961_1_1983-09-02_cw",1983,9
"annabessacook","9961","1",1983-09-20,"cw",7,"c",67,NA,"dep","9961_1_1983-09-20_cw",1983,9
"annabessacook","9961","1",1983-09-20,"cw",7,"c",70.5,NA,"dep","9961_1_1983-09-20_cw",1983,9
"annabessacook","9961","1",1983-10-12,"cw",10,"c",9.8,NA,"dep","9961_1_1983-10-12_cw",1983,10
"annabessacook","9961","1",1983-11-08,"cw",10,"c",12.6,NA,"dep","9961_1_1983-11-08_cw",1983,11
"annabessacook","9961","1",1984-05-15,"cw",6,"c",5.2,NA,"dep","9961_1_1984-05-15_cw",1984,5
"annabessacook","9961","1",1984-05-15,"cw",10,"c",7.3,NA,"dep","9961_1_1984-05-15_cw",1984,5
"annabessacook","9961","1",1984-05-15,"cw",10,"c",7.4,NA,"dep","9961_1_1984-05-15_cw",1984,5
"annabessacook","9961","1",1984-05-15,"cw",10,"c",8.3,NA,"dep","9961_1_1984-05-15_cw",1984,5
"annabessacook","9961","1",1984-08-07,"cw",5,"c",7.1,NA,"dep","9961_1_1984-08-07_cw",1984,8
"annabessacook","9961","1",1984-09-05,"cw",6,"c",53.2,NA,"dep","9961_1_1984-09-05_cw",1984,9
"annabessacook","9961","1",1984-09-21,"cw",7,"c",33.3,NA,"dep","9961_1_1984-09-21_cw",1984,9
"annabessacook","9961","1",1984-10-03,"cw",10,"c",12.6,NA,"dep","9961_1_1984-10-03_cw",1984,10
"annabessacook","9961","1",1985-07-02,"cw",7,"c",5.6,NA,"dep","9961_1_1985-07-02_cw",1985,7
"annabessacook","9961","1",1985-07-18,"cw",6,"c",6.6,NA,"dep","9961_1_1985-07-18_cw",1985,7
"annabessacook","9961","1",1985-08-13,"cw",5,"c",46.4,NA,"dep","9961_1_1985-08-13_cw",1985,8
"annabessacook","9961","1",1985-08-13,"cw",5,"c",49.3,NA,"dep","9961_1_1985-08-13_cw",1985,8
"annabessacook","9961","1",1985-09-12,"cw",8,"c",19.9,NA,"dep","9961_1_1985-09-12_cw",1985,9
"annabessacook","9961","1",1985-10-02,"cw",7,"c",27.7,NA,"dep","9961_1_1985-10-02_cw",1985,10
"annabessacook","9961","1",1986-05-27,"cw",6,"c",5.5,NA,"dep","9961_1_1986-05-27_cw",1986,5
"annabessacook","9961","1",1986-06-18,"ei",8,"c",3.7,NA,"dep","9961_1_1986-06-18_ei",1986,6
"annabessacook","9961","1",1986-07-18,"cw",7,"c",7.1,NA,"dep","9961_1_1986-07-18_cw",1986,7
"annabessacook","9961","1",1986-08-27,"cw",8,"c",28.6,NA,"dep","9961_1_1986-08-27_cw",1986,8
"annabessacook","9961","1",1986-09-10,"cw",9,"c",38.2,NA,"dep","9961_1_1986-09-10_cw",1986,9
"annabessacook","9961","1",1986-10-03,"cw",10,"c",8.8,NA,"dep","9961_1_1986-10-03_cw",1986,10
"annabessacook","9961","1",1986-10-03,"cw",10,"c",9.6,NA,"dep","9961_1_1986-10-03_cw",1986,10
"annabessacook","9961","1",1987-04-28,"cw",10,"c",4.2,NA,"dep","9961_1_1987-04-28_cw",1987,4
"annabessacook","9961","1",1987-06-05,"cw",8,"c",4.3,NA,"dep","9961_1_1987-06-05_cw",1987,6
"annabessacook","9961","1",1987-06-26,"cw",6,"c",6.1,NA,"dep","9961_1_1987-06-26_cw",1987,6
"annabessacook","9961","1",1987-07-17,"cw",6,"c",6.4,NA,"dep","9961_1_1987-07-17_cw",1987,7
"annabessacook","9961","1",1987-08-05,"cw",6,"c",19.3,NA,"dep","9961_1_1987-08-05_cw",1987,8
"annabessacook","9961","1",1987-08-25,"cw",7,"c",34,NA,"dep","9961_1_1987-08-25_cw",1987,8
"annabessacook","9961","1",1987-09-08,"cw",7,"c",30.6,NA,"dep","9961_1_1987-09-08_cw",1987,9
"annabessacook","9961","1",1987-10-02,"cw",8,"c",23.7,NA,"dep","9961_1_1987-10-02_cw",1987,10
"annabessacook","9961","1",1988-05-17,"cw",10,"c",3.9,NA,"dep","9961_1_1988-05-17_cw",1988,5
"annabessacook","9961","1",1988-06-15,"cw",8,"c",3.4,NA,"dep","9961_1_1988-06-15_cw",1988,6
"annabessacook","9961","1",1988-07-26,"cw",5,"c",12.9,NA,"dep","9961_1_1988-07-26_cw",1988,7
"annabessacook","9961","1",1988-08-11,"cw",5,"c",20.5,NA,"dep","9961_1_1988-08-11_cw",1988,8
"annabessacook","9961","1",1988-09-22,"cw",9,"c",22.7,NA,"dep","9961_1_1988-09-22_cw",1988,9
"annabessacook","9961","1",1988-10-11,"cw",10,"c",1.2,NA,"dep","9961_1_1988-10-11_cw",1988,10
"annabessacook","9961","1",1989-05-19,"cw",10,"c",11.5,NA,"dep","9961_1_1989-05-19_cw",1989,5
"annabessacook","9961","1",1989-06-19,"cw",5,"c",6.8,NA,"dep","9961_1_1989-06-19_cw",1989,6
"annabessacook","9961","1",1989-07-31,"cw",5,"c",2.9,NA,"dep","9961_1_1989-07-31_cw",1989,7
"annabessacook","9961","1",1989-09-18,"cw",8,"c",11.8,NA,"dep","9961_1_1989-09-18_cw",1989,9
"annabessacook","9961","1",1989-09-25,"cw",10,"c",13.2,NA,"dep","9961_1_1989-09-25_cw",1989,9
"annabessacook","9961","1",1989-10-25,"ei",10,"c",10.7,NA,"dep","9961_1_1989-10-25_ei",1989,10
"annabessacook","9961","1",1990-05-16,"ei",10,"c",2.7,NA,"dep","9961_1_1990-05-16_ei",1990,5
"annabessacook","9961","1",1990-06-19,"ei",7,"c",3.2,NA,"dep","9961_1_1990-06-19_ei",1990,6
"annabessacook","9961","1",1990-07-11,"ei",6,"c",6,NA,"dep","9961_1_1990-07-11_ei",1990,7
"annabessacook","9961","1",1990-08-01,"ei",5,"c",8.6,NA,"dep","9961_1_1990-08-01_ei",1990,8
"annabessacook","9961","1",1990-08-28,"ei",6,"c",47.3,NA,"dep","9961_1_1990-08-28_ei",1990,8
"annabessacook","9961","1",1990-09-20,"ei",9,"c",11.9,NA,"dep","9961_1_1990-09-20_ei",1990,9
"annabessacook","9961","1",1990-10-16,"ei",10,"c",24.9,NA,"dep","9961_1_1990-10-16_ei",1990,10
"annabessacook","9961","1",1991-05-20,"cw",8,"c",4.6,NA,"dep","9961_1_1991-05-20_cw",1991,5
"annabessacook","9961","1",1991-06-02,"cw",7,"c",4.1,NA,"dep","9961_1_1991-06-02_cw",1991,6
"annabessacook","9961","1",1991-07-02,"cw",6,"c",3.5,NA,"dep","9961_1_1991-07-02_cw",1991,7
"annabessacook","9961","1",1991-07-10,"cw",1,"g",3.7,NA,"dep","9961_1_1991-07-10_cw",1991,7
"annabessacook","9961","1",1991-07-10,"cw",3,"g",4.2,NA,"dep","9961_1_1991-07-10_cw",1991,7
"annabessacook","9961","1",1991-07-10,"cw",7,"g",3.8,NA,"dep","9961_1_1991-07-10_cw",1991,7
"annabessacook","9961","1",1991-07-29,"cw",0.1,"g",4.3,NA,"dep","9961_1_1991-07-29_cw",1991,7
"annabessacook","9961","1",1991-07-29,"cw",3,"g",9.1,NA,"dep","9961_1_1991-07-29_cw",1991,7
"annabessacook","9961","1",1991-07-29,"cw",6,"g",6.1,NA,"dep","9961_1_1991-07-29_cw",1991,7
"annabessacook","9961","1",1991-08-13,"cw",0.1,"g",16.9,NA,"dep","9961_1_1991-08-13_cw",1991,8
"annabessacook","9961","1",1991-08-13,"cw",3,"g",20.3,NA,"dep","9961_1_1991-08-13_cw",1991,8
"annabessacook","9961","1",1991-08-13,"cw",7,"g",6.9,NA,"dep","9961_1_1991-08-13_cw",1991,8
"annabessacook","9961","1",1991-08-27,"cw",0.1,"g",44.5,NA,"dep","9961_1_1991-08-27_cw",1991,8
"annabessacook","9961","1",1991-09-24,"cw",8,"c",12.4,NA,"dep","9961_1_1991-09-24_cw",1991,9
"annabessacook","9961","1",1992-02-25,"cw",10,"c",2.3,NA,"dep","9961_1_1992-02-25_cw",1992,2
"annabessacook","9961","1",1992-05-12,"cw",10,"c",5.5,"d","dep","9961_1_1992-05-12_cw",1992,5
"annabessacook","9961","1",1992-05-12,"cw",10,"c",5.9,"d","dep","9961_1_1992-05-12_cw",1992,5
"annabessacook","9961","1",1992-07-07,"cw",6,"c",4.2,NA,"dep","9961_1_1992-07-07_cw",1992,7
"annabessacook","9961","1",1992-08-06,"cw",6,"c",16.2,NA,"dep","9961_1_1992-08-06_cw",1992,8
"annabessacook","9961","1",1992-09-01,"cw",6,"c",23.2,NA,"dep","9961_1_1992-09-01_cw",1992,9
"annabessacook","9961","1",1992-10-07,"cw",10,"c",21.6,NA,"dep","9961_1_1992-10-07_cw",1992,10
